Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.054630994796753	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
1.6351699829101562	1	25.4	12.397177	58.0	10.0	25.4	12.397177098033245	1016	2018
2.070615768432617	2	41.32	17.656094	73.0	13.0	41.32	17.65609243292524	1033	3051
2.5161538124084473	3	52.842106	15.748896	84.0	22.0	52.8421052631579	15.74889522573012	1004	4055
2.9395368099212646	4	77.84615	25.692999	125.0	35.0	77.84615384615384	25.69299860885827	1012	5067
3.5083069801330566	5	69.3125	21.388428	110.0	32.0	69.3125	21.38842779986411	1109	6176
3.9933619499206543	6	98.36364	34.85104	161.0	48.0	98.36363636363636	34.85104074948572	1082	7258
4.515979051589966	7	99.454544	37.565372	199.0	50.0	99.45454545454545	37.56537002071707	1094	8352
4.99009895324707	8	114.22222	33.5949	180.0	54.0	114.22222222222223	33.59489967168554	1028	9380
5.61037802696228	9	144.85715	20.46899	184.0	122.0	144.85714285714286	20.468990982379538	1014	10394
6.172214984893799	10	168.66667	28.668604	200.0	112.0	168.66666666666666	28.66860458565936	1012	11406
6.6656718254089355	11	156.14285	25.952864	200.0	122.0	156.14285714285714	25.952861507127942	1093	12499
7.1370320320129395	12	185.33333	26.379707	200.0	127.0	185.33333333333334	26.37970600459544	1112	13611
7.604004859924316	13	184.83333	23.240889	200.0	139.0	184.83333333333334	23.240888298188793	1109	14720
8.061348915100098	14	188.0	19.899748	200.0	146.0	188.0	19.8997487421324	1128	15848
8.55450701713562	15	200.0	0.0	200.0	200.0	200.0	0.0	1200	17048
9.029869794845581	16	194.16667	13.04373	200.0	165.0	194.16666666666666	13.043729868748771	1165	18213
9.518464088439941	17	200.0	0.0	200.0	200.0	200.0	0.0	1200	19413
10.00988483428955	18	200.0	0.0	200.0	200.0	200.0	0.0	1200	20613
10.498379945755005	19	200.0	0.0	200.0	200.0	200.0	0.0	1200	21813
10.99013090133667	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	23013
11.447176933288574	21	189.16667	16.476414	200.0	157.0	189.16666666666666	16.47641411904369	1135	24148
11.889837741851807	22	156.28572	19.702896	193.0	120.0	156.28571428571428	19.702895260155376	1094	25242
12.372012853622437	23	165.28572	21.392351	197.0	126.0	165.28571428571428	21.392350339811294	1157	26399
12.798382759094238	24	148.85715	23.69707	182.0	115.0	148.85714285714286	23.697067759707387	1042	27441
13.228407859802246	25	151.71428	9.837455	168.0	140.0	151.71428571428572	9.837454457535324	1062	28503
13.666429996490479	26	151.42857	31.806814	200.0	109.0	151.42857142857142	31.80681482619338	1060	29563
14.24862790107727	27	160.85715	24.596333	200.0	138.0	160.85714285714286	24.596332894086768	1126	30689
14.759634017944336	28	151.14285	21.370398	183.0	127.0	151.14285714285714	21.370397224923558	1058	31747
15.157088994979858	29	167.33333	22.720524	200.0	144.0	167.33333333333334	22.72052425060263	1004	32751
15.557137966156006	30	167.85715	30.633448	200.0	127.0	167.85714285714286	30.633448439007093	1175	33926
16.022650957107544	31	178.66667	18.299969	200.0	147.0	178.66666666666666	18.29996964174774	1072	34998
16.43260383605957	32	190.0	15.748015	200.0	158.0	190.0	15.748015748023622	1140	36138
16.832385063171387	33	195.0	11.18034	200.0	170.0	195.0	11.180339887498949	1170	37308
17.21349310874939	34	198.33333	3.72678	200.0	190.0	198.33333333333334	3.726779962499649	1190	38498
17.601616859436035	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	39698
17.985131978988647	36	197.5	5.59017	200.0	185.0	197.5	5.5901699437494745	1185	40883
18.432077169418335	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	42083
18.95284104347229	38	200.0	0.0	200.0	200.0	200.0	0.0	1200	43283
19.44914484024048	39	198.83333	2.608746	200.0	193.0	198.83333333333334	2.6087459737497545	1193	44476
19.941239833831787	40	200.0	0.0	200.0	200.0	200.0	0.0	1200	45676
20.43480610847473	41	192.0	8.850613	200.0	178.0	192.0	8.850612031567836	1152	46828
20.95650315284729	42	200.0	0.0	200.0	200.0	200.0	0.0	1200	48028
21.4325909614563	43	189.33333	17.394123	200.0	153.0	189.33333333333334	17.394124167533	1136	49164
21.9677677154541	44	197.5	5.59017	200.0	185.0	197.5	5.5901699437494745	1185	50349
22.5288667678833	45	186.83333	16.025154	200.0	160.0	186.83333333333334	16.025153838748494	1121	51470
23.020089864730835	46	197.33333	5.962848	200.0	184.0	197.33333333333334	5.962847939999438	1184	52654
23.496449947357178	47	197.66667	3.72678	200.0	190.0	197.66666666666666	3.726779962499649	1186	53840
23.950709104537964	48	187.5	14.209739	200.0	162.0	187.5	14.20973844469583	1125	54965
24.4198739528656	49	191.16667	10.915076	200.0	173.0	191.16666666666666	10.915076220021959	1147	56112
24.86993384361267	50	174.66667	23.676056	200.0	145.0	174.66666666666666	23.67605447610635	1048	57160
25.33515191078186	51	183.16667	16.697472	200.0	154.0	183.16666666666666	16.69747153180851	1099	58259
25.76040291786194	52	144.57143	26.026672	200.0	118.0	144.57142857142858	26.026673915466816	1012	59271
26.238629817962646	53	144.375	24.677608	178.0	113.0	144.375	24.67760877799954	1155	60426
26.67197585105896	54	134.375	31.440172	190.0	89.0	134.375	31.440171357675517	1075	61501
27.125443935394287	55	125.666664	42.13998	200.0	84.0	125.66666666666667	42.13997837894293	1131	62632
27.535223722457886	56	111.666664	23.466288	170.0	80.0	111.66666666666667	23.46628787573072	1005	63637
27.97084379196167	57	122.22222	25.693829	166.0	87.0	122.22222222222223	25.693828821453856	1100	64737
28.385425806045532	58	103.9	22.411829	156.0	82.0	103.9	22.411827234743715	1039	65776
28.827805042266846	59	121.111115	22.042608	155.0	91.0	121.11111111111111	22.04260745034209	1090	66866
29.42789888381958	60	135.75	24.722206	180.0	103.0	135.75	24.722206616724165	1086	67952
29.851884126663208	61	114.888885	37.566074	193.0	73.0	114.88888888888889	37.5660734778498	1034	68986
30.338969945907593	62	135.375	31.582975	200.0	92.0	135.375	31.582976031400207	1083	70069
30.95968008041382	63	163.57143	43.924797	200.0	73.0	163.57142857142858	43.92479658577875	1145	71214
31.427179098129272	64	151.71428	39.85228	200.0	94.0	151.71428571428572	39.85227824896154	1062	72276
31.89550805091858	65	149.0	39.04942	200.0	97.0	149.0	39.049419238410486	1043	73319
32.347837924957275	66	131.625	30.161802	200.0	99.0	131.625	30.16180324516424	1053	74372
32.78114891052246	67	126.625	29.597033	192.0	97.0	126.625	29.597033212806988	1013	75385
33.200809955596924	68	146.14285	14.505453	167.0	119.0	146.14285714285714	14.505452880393157	1023	76408
33.703311920166016	69	142.25	28.494516	200.0	101.0	142.25	28.49451701643669	1138	77546
34.18898105621338	70	152.28572	22.346071	200.0	129.0	152.28571428571428	22.346072110675518	1066	78612
34.62251281738281	71	174.5	26.880909	200.0	134.0	174.5	26.880910202843456	1047	79659
35.071635007858276	72	161.71428	42.937546	200.0	101.0	161.71428571428572	42.93754363096735	1132	80791
35.48293089866638	73	146.28572	26.841942	200.0	115.0	146.28571428571428	26.84194098641839	1024	81815
35.920095920562744	74	144.85715	26.749784	181.0	116.0	144.85714285714286	26.749785427329385	1014	82829
36.35298800468445	75	150.14285	24.741108	200.0	127.0	150.14285714285714	24.74110848324286	1051	83880
36.79313373565674	76	152.85715	23.73923	199.0	121.0	152.85714285714286	23.73922956644051	1070	84950
37.235004901885986	77	179.66667	16.709944	200.0	156.0	179.66666666666666	16.70994381265904	1078	86028
37.70280885696411	78	160.71428	27.363764	200.0	131.0	160.71428571428572	27.363762720139235	1125	87153
38.12116003036499	79	149.85715	22.099958	192.0	117.0	149.85714285714286	22.09995844487736	1049	88202
38.56079387664795	80	136.125	26.76022	200.0	110.0	136.125	26.76022001030634	1089	89291
39.03955006599426	81	167.85715	31.215511	200.0	112.0	167.85714285714286	31.21551158102821	1175	90466
39.53225493431091	82	142.125	30.493595	200.0	94.0	142.125	30.49359563908461	1137	91603
40.003318071365356	83	156.42857	33.26885	200.0	119.0	156.42857142857142	33.26884919155774	1095	92698
40.460628032684326	84	134.25	23.742104	173.0	97.0	134.25	23.742103950576915	1074	93772
40.946234941482544	85	151.28572	34.615086	200.0	112.0	151.28571428571428	34.61508459664158	1059	94831
41.44606804847717	86	140.5	12.579745	160.0	117.0	140.5	12.579745625409124	1124	95955
42.00395894050598	87	155.57143	35.29005	200.0	109.0	155.57142857142858	35.290051786616026	1089	97044
42.62580394744873	88	150.71428	32.731438	200.0	112.0	150.71428571428572	32.731436552273564	1055	98099
43.24604606628418	89	165.28572	34.976376	200.0	109.0	165.28571428571428	34.97637686747314	1157	99256
43.88708209991455	90	171.5	31.244999	200.0	127.0	171.5	31.244999599935987	1029	100285
44.636234998703	91	171.0	25.53429	200.0	135.0	171.0	25.534290669607408	1026	101311
45.14506506919861	92	150.71428	12.724714	169.0	129.0	150.71428571428572	12.724714823796202	1055	102366
45.75994896888733	93	186.16667	24.141367	200.0	134.0	186.16666666666666	24.1413660664751	1117	103483
46.458478927612305	94	188.33333	16.509256	200.0	164.0	188.33333333333334	16.50925666271972	1130	104613
47.05477690696716	95	173.5	16.489895	200.0	154.0	173.5	16.48989589617432	1041	105654
47.76285910606384	96	179.0	19.899748	200.0	144.0	179.0	19.8997487421324	1074	106728
48.66998291015625	97	192.66667	16.397831	200.0	156.0	192.66666666666666	16.397831834998456	1156	107884
49.382293939590454	98	188.0	13.203535	200.0	166.0	188.0	13.203534880225574	1128	109012
50.146716833114624	99	198.5	3.354102	200.0	191.0	198.5	3.3541019662496847	1191	110203
