Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.464026689529419	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
2.4390997886657715	1	27.27027	14.685254	82.0	9.0	27.27027027027027	14.68525395458784	1009	2011
3.0766818523406982	2	41.708332	27.108547	125.0	15.0	41.708333333333336	27.10854595674377	1001	3012
3.761610984802246	3	66.75	35.338543	153.0	22.0	66.75	35.33854128285434	1068	4080
4.418807029724121	4	79.76923	40.30872	185.0	26.0	79.76923076923077	40.30871989294977	1037	5117
5.089428901672363	5	77.38461	37.149464	157.0	33.0	77.38461538461539	37.149466217385765	1006	6123
5.771346807479858	6	152.14285	34.601524	200.0	88.0	152.14285714285714	34.60152173131189	1065	7188
6.445173978805542	7	130.5	34.93923	200.0	74.0	130.5	34.93923296238771	1044	8232
7.130112886428833	8	152.14285	39.45496	200.0	90.0	152.14285714285714	39.45496011341312	1065	9297
7.873787879943848	9	149.25	30.625765	200.0	117.0	149.25	30.625765296560346	1194	10491
8.539674758911133	10	177.83333	32.763885	200.0	117.0	177.83333333333334	32.763885945080176	1067	11558
9.230397939682007	11	158.42857	21.419998	200.0	137.0	158.42857142857142	21.41999828502823	1109	12667
9.875988960266113	12	169.66667	34.441578	200.0	118.0	169.66666666666666	34.441576941571974	1018	13685
10.569795846939087	13	167.16667	33.513264	200.0	119.0	167.16666666666666	33.51326437231815	1003	14688
11.27860403060913	14	135.25	10.121141	151.0	118.0	135.25	10.12114123999858	1082	15770
11.987469911575317	15	137.75	34.35386	200.0	79.0	137.75	34.35385713424331	1102	16872
12.698511838912964	16	112.2	30.019327	153.0	67.0	112.2	30.019327107715124	1122	17994
13.386254787445068	17	94.90909	32.247494	172.0	39.0	94.9090909090909	32.24749333585916	1044	19038
14.075017929077148	18	88.666664	22.74252	140.0	49.0	88.66666666666667	22.74252013788758	1064	20102
14.7547287940979	19	117.888885	36.222904	200.0	70.0	117.88888888888889	36.22290387906661	1061	21163
15.442672729492188	20	119.55556	44.49747	200.0	49.0	119.55555555555556	44.49746837021208	1076	22239
16.1041419506073	21	114.666664	22.310934	157.0	88.0	114.66666666666667	22.31093404090868	1032	23271
16.758230924606323	22	171.16667	21.767075	200.0	141.0	171.16666666666666	21.767075034454116	1027	24298
17.506058931350708	23	115.8	40.840664	200.0	70.0	115.8	40.8406660082815	1158	25456
18.18983483314514	24	132.25	44.0816	195.0	78.0	132.25	44.08160047003738	1058	26514
18.91446089744568	25	111.6	27.6702	167.0	73.0	111.6	27.6702005775166	1116	27630
19.617756843566895	26	122.0	38.89016	200.0	84.0	122.0	38.890158709427304	1098	28728
20.29348587989807	27	131.0	34.31472	197.0	88.0	131.0	34.31471987354698	1048	29776
20.99099588394165	28	107.7	34.42107	188.0	82.0	107.7	34.421069129241175	1077	30853
21.703484773635864	29	124.44444	31.986494	200.0	97.0	124.44444444444444	31.986494063418952	1120	31973
22.380355834960938	30	130.375	41.541958	199.0	79.0	130.375	41.54195920993617	1043	33016
23.061063766479492	31	115.44444	32.455475	200.0	82.0	115.44444444444444	32.45547757607886	1039	34055
23.78450083732605	32	124.22222	30.40752	182.0	82.0	124.22222222222223	30.4075201874572	1118	35173
24.43027687072754	33	145.28572	38.410244	200.0	87.0	145.28571428571428	38.410245231910594	1017	36190
25.121088981628418	34	150.0	46.374256	200.0	89.0	150.0	46.37425394086064	1050	37240
25.823725938796997	35	120.55556	27.78933	178.0	86.0	120.55555555555556	27.789330930777137	1085	38325
26.5278639793396	36	134.375	30.983614	177.0	102.0	134.375	30.98361462128007	1075	39400
27.224559783935547	37	151.0	40.602604	200.0	111.0	151.0	40.60260371665133	1057	40457
27.907410860061646	38	129.75	18.226011	158.0	101.0	129.75	18.226011631731172	1038	41495
28.615733861923218	39	163.28572	22.845533	200.0	139.0	163.28571428571428	22.84553276566206	1143	42638
29.26764178276062	40	177.0	27.988092	200.0	123.0	177.0	27.988092706244444	1062	43700
29.966959714889526	41	183.66667	17.82009	200.0	157.0	183.66666666666666	17.820088539498215	1102	44802
30.57939577102661	42	195.33333	7.45356	200.0	180.0	195.33333333333334	7.4535599249993	1172	45974
31.188024044036865	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	47174
31.840259075164795	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	48374
32.526028871536255	45	200.0	0.0	200.0	200.0	200.0	0.0	1200	49574
33.30713701248169	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	50774
34.241522789001465	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	51974
35.24889278411865	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	53174
36.149136781692505	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	54374
36.97656178474426	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	55574
37.874605894088745	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	56774
38.81887674331665	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	57974
39.879488945007324	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	59174
40.80841588973999	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	60374
41.82570171356201	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	61574
42.80261778831482	56	200.0	0.0	200.0	200.0	200.0	0.0	1200	62774
43.80803680419922	57	200.0	0.0	200.0	200.0	200.0	0.0	1200	63974
44.905112981796265	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	65174
45.94541382789612	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	66374
46.96873903274536	60	200.0	0.0	200.0	200.0	200.0	0.0	1200	67574
48.2797167301178	61	200.0	0.0	200.0	200.0	200.0	0.0	1200	68774
49.3529257774353	62	200.0	0.0	200.0	200.0	200.0	0.0	1200	69974
50.725064754486084	63	200.0	0.0	200.0	200.0	200.0	0.0	1200	71174
51.9082989692688	64	200.0	0.0	200.0	200.0	200.0	0.0	1200	72374
53.0821487903595	65	199.83333	0.37267798	200.0	199.0	199.83333333333334	0.3726779962499649	1199	73573
54.40399789810181	66	200.0	0.0	200.0	200.0	200.0	0.0	1200	74773
55.502760887145996	67	200.0	0.0	200.0	200.0	200.0	0.0	1200	75973
56.65209698677063	68	200.0	0.0	200.0	200.0	200.0	0.0	1200	77173
57.90806484222412	69	198.5	3.354102	200.0	191.0	198.5	3.3541019662496847	1191	78364
59.000481843948364	70	200.0	0.0	200.0	200.0	200.0	0.0	1200	79564
60.15788698196411	71	194.0	13.416408	200.0	164.0	194.0	13.416407864998739	1164	80728
61.26324677467346	72	196.0	8.944272	200.0	176.0	196.0	8.94427190999916	1176	81904
62.577380657196045	73	200.0	0.0	200.0	200.0	200.0	0.0	1200	83104
63.77443981170654	74	197.83333	4.844814	200.0	187.0	197.83333333333334	4.844813951249544	1187	84291
64.83600687980652	75	192.66667	11.352924	200.0	170.0	192.66666666666666	11.352924243950934	1156	85447
66.0558819770813	76	195.5	10.062305	200.0	173.0	195.5	10.062305898749054	1173	86620
67.14978384971619	77	197.83333	4.844814	200.0	187.0	197.83333333333334	4.844813951249544	1187	87807
68.1833279132843	78	174.33333	19.232496	200.0	141.0	174.33333333333334	19.23249564900221	1046	88853
69.28240990638733	79	176.16667	27.193237	200.0	121.0	176.16666666666666	27.193238538692338	1057	89910
70.30175304412842	80	167.33333	28.61041	200.0	118.0	167.33333333333334	28.61040991589522	1004	90914
71.3450779914856	81	183.0	10.92398	200.0	168.0	183.0	10.923979738782625	1098	92012
72.38989472389221	82	167.66667	33.786915	200.0	111.0	167.66666666666666	33.78691396910283	1006	93018
73.58076286315918	83	151.28572	37.64008	200.0	107.0	151.28571428571428	37.640078509536636	1059	94077
74.73597574234009	84	162.57143	30.909346	200.0	122.0	162.57142857142858	30.909347374249766	1138	95215
75.69392085075378	85	180.0	27.270252	200.0	123.0	180.0	27.270252412962126	1080	96295
76.7607889175415	86	177.16667	29.242758	200.0	115.0	177.16666666666666	29.242757887875232	1063	97358
77.75638604164124	87	155.85715	36.384567	200.0	101.0	155.85714285714286	36.384567259950714	1091	98449
78.93444299697876	88	186.0	15.405626	200.0	160.0	186.0	15.405626677721791	1116	99565
80.06480288505554	89	162.85715	37.16922	200.0	99.0	162.85714285714286	37.16922141245581	1140	100705
81.15009784698486	90	184.0	22.590559	200.0	137.0	184.0	22.5905584998099	1104	101809
82.48950290679932	91	180.33333	13.26231	193.0	152.0	180.33333333333334	13.262310842718508	1082	102891
83.76964092254639	92	197.33333	5.962848	200.0	184.0	197.33333333333334	5.962847939999439	1184	104075
85.00594091415405	93	181.5	28.610895	200.0	120.0	181.5	28.610895360567334	1089	105164
86.36078262329102	94	175.83333	13.309353	200.0	159.0	175.83333333333334	13.309353436169951	1055	106219
87.6602737903595	95	171.33333	17.288403	200.0	144.0	171.33333333333334	17.288403306519918	1028	107247
88.90204787254333	96	191.0	10.36018	200.0	172.0	191.0	10.36018017861337	1146	108393
90.00508284568787	97	168.16667	30.818914	200.0	109.0	168.16666666666666	30.81891554801297	1009	109402
91.23249673843384	98	169.14285	21.989794	200.0	143.0	169.14285714285714	21.98979355083088	1184	110586
92.53579068183899	99	159.71428	29.86022	200.0	110.0	159.71428571428572	29.860218570218546	1118	111704
